date,open,high,low,close,volume,instrument_id
2016-04-05,4496.25,4498.25,4456.5,4478.0,217269,765
2016-04-06,4478.0,4537.75,4467.25,4532.0,239993,765
2016-04-07,4532.25,4539.5,4450.75,4458.75,258821,765
2016-04-08,4459.0,4509.75,4451.5,4469.5,230794,765
2016-04-10,4470.0,4474.75,4462.0,4471.75,1367,765
2016-04-11,4471.75,4509.75,4440.75,4444.0,243577,765
2016-04-12,4444.25,4497.5,4426.5,4491.75,247793,765
2016-04-13,4492.0,4553.75,4488.5,4549.0,226169,765
2016-04-14,4549.0,4563.25,4530.5,4545.5,163547,765
2016-04-15,4546.0,4554.5,4523.0,4538.75,171179,765
2016-04-17,4518.75,4519.0,4506.75,4508.5,3869,765
2016-04-18,4509.0,4561.25,4501.0,4553.0,177190,765
2016-04-19,4552.5,4584.5,4506.75,4523.0,247722,765
2016-04-20,4523.25,4556.0,4509.0,4535.5,192170,765
2016-04-21,4535.75,4551.75,4477.25,4485.5,238577,765
2016-04-22,4485.25,4501.75,4431.0,4466.75,273369,765
2016-04-24,4477.0,4479.75,4469.75,4471.0,978,765
2016-04-25,4470.5,4475.75,4436.0,4471.5,172219,765
2016-04-26,4471.25,4489.75,4404.25,4408.25,213202,765
2016-04-27,4408.25,4435.0,4372.25,4434.25,302346,765
2016-04-28,4434.0,4442.25,4346.25,4386.0,305165,765
2016-04-29,4386.25,4391.25,4296.75,4335.75,380886,765
2016-05-01,4337.0,4338.75,4319.75,4322.25,4062,765
2016-05-02,4322.75,4378.5,4318.0,4369.0,215150,765
2016-05-03,4369.0,4372.0,4319.5,4339.5,264770,765
2016-05-04,4339.75,4342.0,4292.25,4313.0,229987,765
2016-05-05,4313.0,4342.5,4287.25,4297.75,221392,765
2016-05-06,4297.75,4333.75,4271.0,4333.75,254899,765
2016-05-08,4329.75,4337.25,4327.0,4336.0,1968,765
2016-05-09,4336.0,4356.5,4318.0,4332.0,205629,765
2016-05-10,4331.75,4398.75,4330.25,4393.0,200716,765
2016-05-11,4393.0,4403.0,4346.25,4353.5,207591,765
2016-05-12,4353.5,4381.75,4305.75,4337.25,258727,765
2016-05-13,4337.75,4360.5,4303.75,4322.5,247901,765
2016-05-15,4316.0,4320.0,4305.5,4315.75,2453,765
2016-05-16,4315.75,4392.0,4315.5,4373.25,195565,765
2016-05-17,4373.0,4393.75,4308.0,4321.25,250768,765
2016-05-18,4321.75,4359.0,4301.0,4339.0,304830,765
2016-05-19,4339.25,4340.75,4280.75,4316.25,264870,765
2016-05-20,4316.0,4379.0,4314.75,4364.0,237855,765
2016-05-22,4367.75,4373.25,4364.25,4366.0,1620,765
2016-05-23,4366.25,4381.5,4348.25,4352.5,165100,765
2016-05-24,4352.5,4455.5,4341.75,4453.25,233129,765
2016-05-25,4453.25,4489.5,4448.0,4472.5,234148,765
2016-05-26,4472.25,4496.0,4463.5,4495.0,160368,765
2016-05-27,4494.75,4513.5,4490.25,4513.0,147751,765
2016-05-29,4518.25,4522.5,4515.0,4519.75,1339,765
2016-05-30,4519.25,4524.75,4513.25,4521.0,14551,765
2016-05-31,4520.75,4528.25,4497.5,4524.0,185923,765
2016-06-01,4524.25,4537.5,4502.75,4521.75,188768,765
2016-06-02,4521.75,4533.0,4486.25,4531.25,177758,765
2016-06-03,4531.25,4538.75,4478.75,4509.0,223159,765
2016-06-05,4511.0,4512.75,4504.0,4506.25,2363,765
2016-06-06,4506.25,4536.5,4505.25,4520.75,159688,765
2016-06-07,4521.25,4545.5,4511.0,4512.25,153474,765
2016-06-08,4512.0,4530.25,4504.0,4518.5,159622,765
2016-06-09,4518.75,4522.5,4493.5,4511.0,200426,765
2016-06-10,4510.75,4513.5,4446.25,4466.0,85225,765
2016-06-12,4458.75,4460.0,4451.0,4454.75,634,765
2016-06-13,4454.25,4461.75,4413.75,4420.0,54586,765
2016-06-14,4420.25,4440.5,4391.75,4419.5,42710,765
2016-06-15,4418.75,4444.0,4404.25,4413.75,24064,765
2016-06-16,4413.5,4433.5,4361.0,4433.5,30943,765
2016-06-17,4434.0,4439.5,4410.0,4417.25,2152,765
2016-06-19,4383.0,4399.75,4383.0,4394.0,4289,2563
2016-06-20,4394.25,4436.75,4385.0,4395.25,190777,2563
2016-06-21,4395.5,4415.75,4388.25,4393.5,192961,2563
2016-06-22,4393.5,4434.0,4391.0,4414.25,189965,2563
2016-06-23,4414.5,4494.0,4410.0,4454.5,208191,2563
2016-06-24,4454.25,4459.75,4234.5,4262.0,471932,2563
2016-06-26,4250.0,4253.0,4215.0,4233.5,6026,2563
2016-06-27,4234.0,4267.75,4167.75,4190.75,405407,2563
2016-06-28,4190.5,4284.5,4185.75,4279.0,256439,2563
2016-06-29,4279.25,4380.0,4268.25,4366.0,259856,2563
2016-06-30,4366.25,4410.5,4338.5,4396.0,239330,2563
2016-07-01,4396.75,4446.25,4386.25,4434.25,175495,2563
2016-07-03,4438.75,4444.0,4426.25,4426.75,836,2563
2016-07-04,4427.0,4451.5,4426.25,4435.25,18203,2563
2016-07-05,4435.0,4435.25,4377.5,4397.5,183279,2563
2016-07-06,4396.75,4440.5,4365.75,4435.25,252750,2563
2016-07-07,4435.75,4461.25,4429.75,4451.25,182682,2563
2016-07-08,4451.0,4523.25,4439.75,4517.0,229857,2563
2016-07-10,4519.5,4521.25,4515.75,4520.25,1076,2563
2016-07-11,4520.5,4563.5,4520.5,4548.5,180780,2563
2016-07-12,4549.0,4582.0,4546.75,4569.0,187107,2563
2016-07-13,4569.5,4584.5,4553.5,4555.5,184284,2563
2016-07-14,4555.25,4608.25,4554.0,4581.5,185961,2563
2016-07-15,4581.25,4603.5,4550.25,4562.25,167676,2563
2016-07-17,4580.0,4595.25,4577.0,4586.0,3989,2563
2016-07-18,4586.0,4621.75,4579.5,4610.0,171598,2563
2016-07-19,4610.25,4610.75,4588.25,4604.75,163010,2563
